histologic;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIL1;NFKBIZ;CCND1;CCNE1;CDK20;CDK2;CDK2AP1;CDK2AP2;MYC;MYCBP2;MYCBP;MYCBPAP;MYCL;MYCN;MYCNOS;MYCT1;C1QTNF1;C1QTNF2;C1QTNF3;C1QTNF4;C1QTNF6;C1QTNF7;C1QTNF8;C1QTNF9;C1QTNF9B;C1QTNF9B.AS1;TNF;TNFAIP1;TNFAIP2;TNFAIP3;TNFAIP6;TNFAIP8;TNFAIP8L1;TNFAIP8L2;TNFAIP8L3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF10D;TNFRSF11A;TNFRSF11B;TNFRSF12A;TNFRSF13B;TNFRSF13C;TNFRSF14;TNFRSF17;TNFRSF18;TNFRSF19;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFRSF4;TNFRSF6B;TNFRSF8;TNFRSF9;TNFSF10;TNFSF11;TNFSF12;TNFSF12.TNFSF13;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF18;TNFSF4;TNFSF8;TNFSF9;IL1B;IL6;IL6R;IL6ST;PPIL6;BCL2A1;GADD45B;BCL2;BCL2L10;BCL2L11;BCL2L12;BCL2L13;BCL2L14;BCL2L15;BCL2L1;BCL2L2;TRAF1;TRAF2;XIAP;CFLAR;TERT;SOD2;PLAU;PLAUR;IMMP2L;MMP20;MMP21;MMP23A;MMP23B;MMP24;MMP2;MMP25;MMP26;MMP27;MMP28;WHAMMP2;MMP9;VCAM1;ICAM1;TICAM1;SELE;SELENBP1;NANOS1;NANOS2;NOS2;ACOX2;COX20;CXCL10;CXCL11;CXCL12;CXCL1;CXCL13;CXCL14;CXCL16;CXCL17;VEGFA;VEGFB;VEGFC;HIF1A;HIF1AN
Oligodendroglioma;455.2786;138.1965;3023.4604;324.0469;19.7947;224.3402;684.0176;44.4795;457.9435;39.956;402.1261;108.5044;7727.2727;699.7801;948.6804;3556.8182;76.9795;6.9648;409.4575;276.393;8.4311;78.4457;1166.4223;21.9941;293.2551;184.3842;81.3783;8.7977;2.1994;1.8328;0.7405;10.2566;12.4633;1644.9963;130.132;65.9824;4.3988;6.2317;99.7067;32.9912;193.1818;2.566;459.6774;8.4311;26.0264;29.3255;2.9326;31.8915;0;9.8974;111.9062;0;6.2317;1341.2757;525.6598;204.912;2298.0205;42.8886;1.8328;32.8409;2.566;0.3666;31.5249;0;612.1701;0;399.1935;45.088;0;0;2.566;34.0909;11.3636;24.1935;142.2287;2.1994;63.4164;1512.8299;133.7977;3.2991;787.39;877.1994;1.0997;596.7742;21.3013;1461.5103;1.4663;4.3988;2059.0176;2819.934;163.8563;199.7801;1721.7742;295.088;3.2991;2311.5836;15.7625;24.5601;93.4751;0;1.0997;0;12.8299;1304.6188;475.4399;67.3534;0;0;391.8622;49.8534;1.8328;248.5337;36.2903;287.7566;0;426.3196;150.6598;0.7331;59.0176;152.4927;2442.0565;1.4663;0.3666;291.0557;2.566;6.9648;979.4721;778.2258;0.3666;773.0938;1420.088;10.9971;6052.4194;1010.6305
Astrocytoma;428.4856;399.0385;1244.5913;1024.0385;31.851;264.4231;656.851;48.9123;4694.7776;37.8606;345.5529;173.0769;6948.9183;1201.9231;1338.9423;1596.7548;94.9519;4.2067;135.2163;746.3942;9.6154;209.7356;936.2981;9.0144;195.9135;84.7356;183.2933;14.4231;21.6346;2.2236;1.2861;5.9255;19.8317;1886.5325;359.976;147.8365;2.4038;34.2548;44.4712;156.851;313.101;3.0048;251.8029;9.6154;59.4952;16.226;4.8077;115.9856;0;18.6298;281.5685;1.8029;0.601;183.2933;1344.351;713.9423;6218.149;111.1779;16.8269;116.899;23.4375;0.601;456.1298;0.601;730.8714;36.1839;345.3245;10.2163;0.601;0.601;6.0096;49.2788;15.024;4.2067;44.4712;4.8077;78.726;305.2885;165.2644;6.6106;825.7212;1073.9183;3.0048;385.2163;54.8678;1188.7019;1.8029;20.4327;2481.3702;1741.2079;59.4952;382.2115;1452.524;260.8173;0;3245.7933;92.5481;80.5288;105.7692;0;1.8029;0;73.3173;651.4423;432.0913;35.7572;0;0;712.1394;52.2837;1.2019;1376.8029;448.3173;306.4904;56.4904;638.2212;269.8317;3.6058;146.9832;221.1538;2837.9267;15.024;24.6394;884.0144;1.2019;2.4038;18.6298;1093.149;0;1887.6202;4579.9279;45.6731;4093.75;945.9135
Astrocytoma;504.7515;541.8304;3395.1116;830.687;30.5004;219.4832;666.8222;96.2855;2583.7893;35.2848;291.8468;383.946;8324.8112;1135.0928;1198.4857;1302.5459;205.5068;21.5297;282.2781;533.4577;8.3727;309.7882;939.5315;20.9316;595.0565;167.4531;250.5816;26.9121;4.7844;1.7941;2.7151;23.5989;135.1586;1295.8119;906.0409;277.4937;8.9707;46.6476;95.0894;313.9746;335.5042;13.7551;574.723;49.0398;102.864;41.8633;18.5395;216.4929;0;34.6867;701.0902;2.3922;13.157;297.2292;1633.2658;1894.6122;3245.0018;193.7672;33.4906;83.4873;10.1668;8.3727;341.4847;0;1116.7328;221.1338;453.8816;36.4809;0;0;5.9805;44.8535;98.6777;16.7453;43.0594;7.8763;201.5418;327.7296;79.5402;35.8828;929.3647;480.8296;0;263.1406;100.3403;1089.6412;2.3922;14.9512;2478.9039;1510.9233;130.9722;421.0249;1251.7119;487.4081;0;2971.6944;177.0876;119.6094;136.9527;0;2.3922;0;65.7851;397.1031;1481.3619;103.4681;0;0;404.2796;34.0887;1.7941;607.6155;233.8363;386.3382;0;890.4917;203.934;0.598;66.3832;156.0902;1094.0309;4.1863;7.1766;1172.1717;2.9902;0;139.3449;2264.2051;0;844.4421;2993.2241;35.8828;2438.2367;813.9417
Astrocytoma;249.0712;241.318;1509.9338;503.3113;23.9057;362.1386;681.3116;32.3696;1049.0842;94.0074;502.9882;97.884;4180.5847;690.357;728.7999;2796.3172;121.7445;8.3993;641.2534;295.9134;10.6606;64.933;344.3709;22.2904;358.262;522.6942;236.7953;8.0762;2.2613;1.9383;0;0.9691;18.4138;1635.2318;725.5694;35.5355;12.5989;7.4301;230.3344;50.3957;348.8936;2.9074;364.3999;3.2305;24.2287;25.844;9.3684;22.2904;0;11.3067;207.8598;0;20.3521;705.8634;343.0787;255.2092;2956.2268;127.6046;8.0762;83.8508;5.4918;0.323;30.0436;0.6461;1044.0963;0;452.9155;6.1379;0;0.6461;2.2613;29.3975;3.8766;40.3812;262.3163;2.9074;36.8277;179.6156;133.7425;2.5844;557.2605;477.7903;5.1688;362.1386;50.1728;1040.8658;1.6152;13.245;2493.2967;3027.989;93.6844;376.6758;1299.9515;125.9893;0.323;2338.879;34.1334;60.0872;75.2706;0;0.9691;0;40.0581;1042.158;568.2442;25.7987;0.323;0;501.373;34.2433;1.2922;763.0431;36.8277;284.6067;0;478.4364;140.5266;4.8457;113.0674;126.3124;1999.1956;1.9383;0.323;247.456;9.6915;0.6461;1404.2966;453.2386;0.323;865.4498;1539.0082;10.3376;2630.9158;1220.8044
Astrocytoma;366.8514;254.4207;1535.4975;536.2893;22.6973;289.7862;641.858;40.1161;2082.1272;103.4574;292.4254;129.8496;10573.2383;740.5648;1394.0354;1941.9372;137.2394;10.5569;901.5571;443.3888;17.9467;132.4888;343.0984;9.5012;1019.7941;80.7601;155.7139;6.3341;6.3341;1.0557;0;5.8063;62.2856;1564.645;243.8638;144.1013;14.7796;13.1961;71.7868;130.9053;421.7472;4.2228;183.6896;7.9177;33.782;13.1961;4.2228;25.8643;0;19.5302;200.3484;2.1114;1.5835;121.9319;632.8847;474.0037;4987.5957;106.0966;6.3341;72.019;3.1671;0;429.137;0;735.7984;12.4677;352.816;25.8643;0.5278;1.0557;5.8063;25.3365;15.3075;7.9177;507.2579;1.0557;99.7625;753.233;121.9319;17.4188;216.9438;516.2312;0;417.5244;37.1655;951.7023;3.1671;19.5302;1556.6112;1346.6614;124.5711;308.2608;1619.9525;244.9195;0;1889.6807;30.0871;44.8667;101.8738;0;1.0557;0;46.4503;835.5767;1328.5827;38.6804;0;0;535.2336;41.1718;0.5278;997.6247;111.9029;266.5611;1.0557;437.0546;193.1908;10.029;25.3365;155.7139;2529.8232;32.1985;11.0847;353.1275;3.1671;0;302.9823;683.5577;0;949.5909;2252.3093;35.3655;3208.2344;1043.5471
Astrocytoma;533.5628;299.4836;2593.3735;453.0981;15.0602;246.988;777.5387;52.1773;5351.5232;89.0706;326.1618;325.7315;5649.3115;773.2358;1559.8107;1520.654;244.8365;2.5818;999.5697;1225.9036;24.957;99.3976;576.5921;5.1635;221.1704;42.599;183.7349;6.4544;4.7332;0.8606;0.8606;9.4664;111.8761;1603.5456;947.074;175.9897;6.0241;32.2719;80.4647;222.8916;298.6231;8.1756;530.1205;25.8176;41.7384;34.4234;13.3391;70.9983;0.4303;9.8967;236.278;1.2909;0;131.6695;863.167;1285.284;6036.1446;102.4096;1.2909;66.9148;43.8898;0;141.5663;0.4303;658.4251;167.1859;567.6764;74.4406;2.5818;1.2909;0.8606;33.9931;61.9621;6.4544;31.8417;20.2238;147.1601;572.2892;117.0396;43.8898;708.2616;449.2255;0;351.9793;71.6609;1143.2874;1.2909;18.5026;2731.0671;1301.1274;91.6523;330.895;1504.3029;334.3373;0;1733.2186;149.1093;80.0344;177.2806;0;1.2909;0;14.1997;466.0069;2009.4664;23.6274;0;0;39.1566;33.5628;6.0241;1385.1119;264.6299;373.0637;2.1515;67.1256;138.9845;2.1515;17.7238;74.0103;1793.253;7.7453;0.4303;732.358;4.3029;0.4303;21.0843;1670.3959;0;538.7263;1884.2513;23.2358;4050.7745;1117.9002
Astrocytoma;618.3081;283.2039;2735.5946;579.8937;38.823;243.9722;1065.3862;80.7683;9357.5725;33.1018;314.671;331.0176;7416.0196;711.8921;1140.989;2149.1622;184.5975;6.13;321.6183;1494.8917;25.7458;210.4618;940.7438;22.8852;401.7164;97.6706;156.1095;18.3899;8.5819;2.452;2.4928;6.9064;248.4675;1554.1316;125.4597;144.2583;19.2072;22.0678;76.0114;86.228;64.1602;7.7646;510.8296;48.631;94.81;1.226;20.8418;84.5934;0.4087;31.8758;202.3335;0.8173;1.6347;182.264;705.3535;772.783;2716.3874;58.8476;10.6253;85.754;9.8079;1.6347;181.8553;0.4087;716.2934;12.1618;220.4577;8.5819;0.8173;0;6.9473;49.4483;7.3559;21.2505;1012.2599;3.678;129.5464;681.2423;254.1888;83.7761;1014.7119;706.9881;0.8173;466.6939;59.8079;1127.9117;2.8606;35.1451;3387.0045;1646.7184;86.228;308.9497;1724.9694;352.6767;0;4229.669;53.1263;64.9775;140.5803;0;0.4087;0;43.727;1019.6159;372.7013;76.1667;0;0;243.1549;25.3371;45.3617;185.942;281.5693;207.6011;0.8173;320.801;217.8177;9.3993;43.3183;41.275;2138.3449;4.904;1.6347;300.3678;21.6592;3.2693;77.6461;1225.1737;0;704.1275;1663.2611;24.9285;3421.7409;1127.5031
Oligoastrocytoma;526.1341;211.5385;2921.5976;1029.5858;24.6548;314.1026;726.8245;55.7199;961.1736;47.3373;404.3393;194.7732;11080.8679;1511.3412;781.0651;1794.8718;142.0118;7.3964;402.3669;484.2209;8.3826;55.2268;694.7732;8.3826;278.1065;56.7061;159.2702;1.4793;36.9822;1.4793;2.1548;22.9931;312.6233;1545.8531;236.6864;108.4813;1.4793;14.2998;54.7337;229.783;206.1144;1.4793;276.6272;20.217;42.8994;12.8205;3.4517;113.9053;0;4.4379;217.3077;1.4793;0;210.0592;1873.2742;741.1243;5044.8718;106.5089;4.931;70.6509;17.2584;0.9862;87.2781;0;681.716;127.3866;505.9862;9.3688;0;0;3.4517;58.6785;23.6686;3.9448;143.4911;8.2446;59.1716;60.1578;212.5247;19.2308;1082.3471;1416.6667;0;428.9941;65.7742;1344.1815;3.4517;19.7239;2908.7771;1288.2988;154.3393;339.7436;1254.4379;196.7456;0;3922.0907;87.7318;73.4714;156.3116;0;1.4793;0;32.0513;342.2091;384.6154;23.6045;0;0;616.8639;38.9546;4.931;1464.497;225.8383;362.426;0;413.7081;155.8185;3.4517;26.1785;288.4615;2335.3797;1.9724;2.9586;389.5464;6.4103;1.4793;8.3826;1513.3136;0;751.4793;2695.2663;14.2998;3960.0592;567.5542
Oligoastrocytoma;373.535;228.3554;2024.9527;707.3724;28.7335;180.7183;657.4669;84.31;2263.1229;125.1418;354.2533;229.8677;6913.7996;493.3837;1733.0813;2217.3913;122.1172;4.9149;1413.6106;624.5747;22.3062;62.0038;475.9924;25.7089;628.3554;144.8015;143.6673;9.8299;1.1342;2.6465;1.4405;9.1456;26.087;1315.9471;565.2174;120.983;12.0983;10.586;36.2949;65.4064;280.1512;1.1342;224.5747;11.3422;52.552;7.1834;3.7807;137.6181;0;16.6352;109.1947;1.1342;4.9149;418.9036;822.3062;266.9187;5648.7713;79.017;3.4026;74.4839;27.5992;0;82.4197;1.1342;501.7013;0;272.5898;61.6257;0.3781;0;1.8904;35.1607;6.8053;10.586;106.6163;14.3667;27.5992;536.1059;110.775;17.7694;379.9622;558.034;2.2684;655.1985;34.6465;1142.5331;1.8904;21.9282;1707.3724;1409.811;146.3138;380.3403;1565.9735;235.5388;0;2061.6257;29.3157;50.2836;234.0265;0;1.8904;0;41.5879;1606.8053;1214.7448;19.2023;0;0;257.0888;40.4537;0.3781;1684.6881;156.5217;213.6106;1.1342;188.2798;196.5974;9.4518;39.3195;56.3327;3369.6975;26.465;9.0737;448.7713;4.5369;1.1342;393.5728;653.6862;0;220.4159;1590.1701;29.1115;4115.69;922.1172
GBM;790.4361;455.4535;2155.5672;448.0777;14.7515;303.6356;317.7725;135.0257;2230.3636;71.2991;430.2529;524.9086;6080.7032;1019.0848;631.2425;1584.5601;350.5824;5.5318;314.6993;241.5563;6.7611;128.4612;223.1169;70.6844;1312.2714;111.2511;499.708;11.6783;4.9172;3.0732;3.1347;17.7633;25.2005;2404.4439;689.634;519.3767;182.5502;128.4612;227.4194;149.9739;508.3131;5.5318;896.1554;30.7324;72.5284;54.0889;120.4708;932.4196;0;4.9172;387.9406;0;1.8439;1806.4476;2973.0477;2026.4913;3391.6224;79.9041;15.9808;26.27;39.3374;0;111.2511;1.2293;661.8704;230.425;578.555;195.4578;3.6879;2.4586;7.9904;154.2764;82.9774;16.5955;157.3496;11.0636;174.5598;1536.6176;240.327;79.2895;727.7421;598.0516;1.2293;527.3672;95.3809;1268.0168;4.9172;10.449;1938.5968;1222.2871;211.4386;219.429;1082.3934;473.8929;6.1465;20819.3245;601.1125;410.5842;93.4263;0;8.6051;0;9.2197;682.2582;1914.6255;46.3567;0;0;271.0593;30.1177;8286.0567;3188.7888;738.1911;236.6391;0.6146;300.5624;240.327;1.2293;43.0253;132.1491;1715.2586;122.3148;11.0636;907.8337;7.3758;6.1465;298.7185;1821.1992;0.6146;6764.1907;1615.2924;12.2929;5552.1067;1237.8991
GBM;1789.4884;907.0778;5587.1058;503.9944;67.8346;728.8017;493.3427;2195.3581;1674.9096;135.6692;244.9895;655.9215;3173.651;1201.9622;3369.3062;761.8781;635.1787;10.6517;76.8045;6.1668;0.5606;47.6524;1696.9867;70.0771;522.4947;45.41;1000.1402;141.836;0;1.6202;0.9474;33.2502;16.2579;1276.4513;1191.8711;5483.3917;533.7071;600.9811;138.4723;213.595;1141.4156;58.8648;2445.9706;75.1226;118.2901;154.1696;468.6755;4002.8031;0;2.8031;597.2754;1.1212;137.3511;1337.6314;4469.2362;2664.0505;1616.2579;48.7737;51.5767;1475.0498;68.9559;66.7134;1253.5389;35.8795;962.7807;503.0862;1015.9776;202.3826;3.9243;6.1668;4.4849;396.356;135.6692;366.6433;469.7968;2305.9341;187.8066;1056.7624;100.3504;352.6279;6334.4078;270.7779;1.1212;733.8472;287.7701;1560.1962;0;3.3637;3400.1402;832.3308;1055.0806;313.9453;1239.5235;1560.1962;9.5305;28315.0666;6688.6391;4248.9138;213.595;0;0;0;187.8066;909.3203;13180.6587;104.5999;0;0;204.6251;30.8339;993.4128;3317.7295;3709.0399;616.6783;72.8802;242.747;95.3048;0;22.9853;130.0631;1057.5081;303.8542;53.8192;1443.0273;923.8963;8476.5242;4679.4674;3115.9075;0;9149.8248;2513.8052;321.794;8898.1079;629.0119
GBM;602.0053;205.5937;1343.3245;511.2401;14.3536;326.3325;603.6939;70.5013;2163.466;160.8443;250.7652;1144.4855;8103.8522;986.5963;3762.3219;597.3615;311.5567;0.8443;455.5145;398.5224;7.5989;256.6755;669.9736;28.7071;125.8047;93.2982;408.6544;9.7098;0;0.8443;0.4222;14.7757;185.3298;1487.219;351.6623;233.4565;86.1214;89.9208;222.4802;176.4644;89.9208;7.1768;518.8391;46.8602;181.9525;33.3509;59.5251;591.8734;0;13.5092;262.0538;0;2.533;737.5198;1442.1108;1266.4908;2166.1214;56.9921;66.2797;57.8913;28.285;0;230.9235;0;667.5884;282.5541;367.4301;67.124;0.4222;1.2665;4.2216;27.4406;29.1293;16.4644;139.314;73.8786;70.5013;149.0237;76.4116;143.9578;664.4855;296.781;0.4222;596.9393;111.6792;1139.4195;0.8443;8.4433;2331.1873;640.9161;94.9868;678.8391;763.2718;316.6227;3.7995;5124.2216;256.2237;343.219;125.3826;0;0.8443;0;9.2876;1537.0976;2511.029;216.8401;0;0;316.6227;8.4433;1151.6623;265.9631;392.19;202.6385;0.8443;50.6596;158.7335;1.2665;25.752;24.9077;1791.5145;78.9446;16.8865;589.3404;9.2876;0.8443;100.8971;2110.3958;0.4222;3637.3615;2367.0712;40.5277;5186.7018;710.9235
GBM;376.1905;240.9524;2006.6667;845.7143;42.381;215.2381;515.7143;208.5714;2252.4095;89.5238;465.7143;1047.1429;9047.619;762.8571;1336.1905;873.8095;273.3333;17.619;376.6667;583.8095;11.9048;330;468.0952;70.4762;252.381;41.4286;354.7619;6.6667;0.4762;4.7;1.5143;32.2952;12.8571;2129.0762;465.7143;478.0952;44.7619;49.5238;224.2857;90.9524;104.7619;19.5238;288.5714;24.2857;102.381;13.8095;90.9524;971.4286;0;8.0952;296.9857;0.9524;6.1905;2477.619;1837.1429;529.5238;1672.381;22.381;28.5714;72.4857;4.7619;0.9524;397.619;0.4762;493.3762;121.2286;235.3952;79.5238;0;0;9.0476;30;24.2857;14.7619;270;65.2381;41.4286;764.7619;162.381;47.1429;4300.4762;550.4762;2.8571;625.2381;190.0619;1379.5238;4.2857;17.619;2258.5714;619.519;103.8095;221.4286;1166.6667;481.8857;53.8095;12955.7143;251.6667;429.5238;211.4286;0;5.2381;0;4.2857;939.0476;710;255.3952;0;0;653.8095;51.9048;424.7619;1637.1429;532.8571;877.619;1.9048;330.4762;111.9048;4.2857;39.5238;146.1905;20156.281;1132.381;232.8571;85.2381;108.0952;54.7619;103.8095;1047.619;0;3114.7619;1240.9524;21.9048;8903.3333;498.0952
GBM;690.2439;503.6585;2783.5366;767.0732;15.2439;474.3902;717.6829;369.4085;2196;37.8049;559.7561;487.8049;7996.9512;1739.0244;1332.3171;642.6829;530.4878;20.122;24.3902;12.1951;1.8293;24.3902;704.878;34.1463;62.1951;5.4878;156.0976;7.9268;0.6098;2.439;2.4329;65.8598;14.0244;1355.4573;818.2927;748.7805;233.5366;148.7805;57.9268;465.8537;1382.9268;21.3415;1226.2195;105.4878;68.9024;43.2927;651.2195;2162.8049;0;1.2195;1049.4207;0.6098;6.7073;679.2683;4755.4878;2845.122;1134.1463;67.0732;18.9024;78.2988;26.8293;1.8293;1260.9756;0;1895.2256;586.9573;995.2622;446.9512;10.3659;0.6098;8.5366;84.1463;176.2195;40.2439;282.9268;141.4634;230.4878;469.5122;1043.9024;628.0488;2829.2683;479.2683;0.6098;315.8537;210.6768;1523.7805;4.2683;6.7073;3721.3415;1110.7073;229.2683;326.8293;887.1951;886.5854;1.8293;79550.6098;1224.128;1608.5366;304.2683;0;0.6098;0;5.4878;146.3415;1001.2195;16.3902;0;0;96.9512;96.3415;37.8049;2707.3171;3111.5854;457.9268;3.0488;209.7561;121.3415;0;12.8049;239.6341;1512.4695;2224.3902;398.7805;408.5366;62.8049;25.6098;2151.8293;4290.2439;0;16381.7073;3361.5854;24.3902;4478.0488;785.3659
GBM;672.2347;253.4121;2071.705;541.8619;63.5567;324.3023;329.5987;122.4893;1830.0754;148.299;512.1206;888.572;6350.7843;725.1986;1400.2852;561.0104;353.2288;16.704;133.2247;101.0389;1.6297;134.0395;648.1972;39.5193;157.2622;25.2597;536.9729;7.7409;0;9.7006;6.1397;25.2312;5.7038;1710.6295;983.9071;514.5651;353.6362;50.9269;183.3367;55.001;94.5203;9.778;1459.7678;36.2599;92.4832;66.0012;65.1864;1149.3176;0;12.2224;467.3498;0.8148;9.778;3138.3174;3053.9825;415.9707;2105.9279;79.4459;26.482;96.2559;2.4445;0.8148;101.4463;1.6297;525.2231;52.748;247.4516;57.0381;4.889;2.0371;5.7038;57.0381;29.7413;2.4445;56.6307;8.5557;95.3351;783.0515;198.4111;39.9267;1236.5044;682.0126;0.4074;516.6022;227.8142;949.6843;0.8148;16.2966;2582.196;685.9075;260.7456;274.1903;1183.133;467.7124;59.4826;17591.7702;1358.57;359.7474;88.0016;0;0.8148;0;13.0373;546.3435;2659.1974;121.4871;0;0;271.7458;75.3718;642.4934;1400.6926;673.0495;416.7855;4.0741;18.3337;61.5197;2.8519;1408.4335;225.7079;938.1218;127.5209;46.0379;173.9662;35.0377;0.4074;275.0051;940.3137;0;26730.9024;1269.9124;12.6299;7330.2098;669.3828
GBM;892.4966;343.6483;1998.8463;524.9495;42.0289;266.5952;360.9543;233.6314;1001.9778;89.8265;204.788;578.9279;7032.4282;558.3254;1302.8967;2153.7764;283.0772;3.7084;470.1471;628.3736;4.9446;58.9229;172.2362;50.2699;343.2362;53.9783;147.1012;2.4723;9.0651;2.4723;2.3322;12.9136;240.2242;1391.1904;718.6122;491.9857;15.6578;73.3446;122.7904;267.8314;348.5929;26.7831;649.8002;19.3663;37.4964;53.5663;18.5422;251.7615;0;62.2193;398.8009;1.6482;2.4723;1220.8991;777.9472;858.7086;1971.239;32.9639;9.8892;115.7155;7.0048;0.412;314.8049;0;371.581;57.5013;371.1154;194.0747;1.2361;4.9446;56.0386;19.3663;120.7301;8.653;368.3712;34.2;416.9929;1160.328;71.6964;162.7591;286.3736;419.4652;2.0602;559.5616;98.4631;948.9472;2.0602;21.8386;2050.3523;914.5948;304.0916;338.7037;1051.9593;342.0001;0;4392.8468;140.3395;241.4603;109.1928;0;2.0602;0;22.2506;517.1206;1000.4533;55.231;0;0;39.5566;47.3856;4.1205;3513.5358;331.2868;291.7302;1.6482;218.7976;122.3783;5.3566;40.7928;16.4819;1297.7337;316.4531;42.0289;346.9447;5.3566;2.0602;39.9687;2003.7908;0;528.2459;1332.1521;8.653;4251.5143;1022.7039
GBM;1427.54;874.1619;2859.7215;393.5018;76.8437;523.9814;259.9278;814.853;1079.4224;250.1289;444.0433;989.1697;5009.2831;870.5518;1448.1692;1221.7638;812.3672;41.7741;129.4482;8.7674;0;110.8819;497.6792;56.7303;294.4817;25.2708;1405.3636;30.9438;0;3.0944;2.0629;29.3966;172.2537;779.0975;3753.9969;1400.722;450.2321;613.2027;193.9144;518.3084;773.0789;39.1955;2384.2187;37.1325;225.8896;194.4301;147.4987;2746.261;0;3.6101;1635.7091;0;27.3337;607.0139;4014.4404;2116.0392;1027.3337;322.8468;54.1516;996.1939;30.4281;31.9752;2341.4131;3.0944;1121.671;826.3641;1411.4337;494.5848;14.4404;9.7989;2.0629;597.2151;198.556;132.0268;513.1511;29.7834;348.1176;947.3956;84.064;355.3378;1161.4234;339.8659;1.5472;650.851;313.0892;1735.4306;8.2517;19.5977;2804.0227;605.7762;623.0015;425.4771;1411.5523;860.2372;27.8494;7691.0779;4983.28;2091.7999;116.0392;0;1.5472;13.9247;74.7808;136.1527;8947.3956;88.2259;0;0;94.8943;37.1325;1988.6539;3501.8051;2846.3125;559.0511;27.8494;422.3827;116.0392;0;74.2651;128.4167;622.0887;3435.2759;781.8463;2449.2006;20.6292;103.146;1855.5957;2842.1867;0;1369.7782;2176.8953;406.395;6792.1609;892.2125
GBM;618.8179;310.0121;2785.8866;450.5428;9.6502;544.029;325.0905;296.5501;1276.5621;57.2979;313.6309;240.6514;7534.3788;1237.0326;401.0856;1202.6538;407.117;7.2376;182.7503;78.4077;3.6188;148.9747;316.0434;62.7262;335.9469;256.9361;163.4499;12.6659;0;2.8528;0.9228;24.4089;53.076;1539.9578;1319.6622;717.7322;184.5597;310.6152;170.0844;525.9349;802.1713;26.538;742.4608;73.5826;104.9457;98.3112;215.9228;515.6815;0.6031;4.222;579.3486;1.2063;12.6659;427.0205;3273.8239;2385.4041;2413.1484;51.8697;22.316;115.3739;59.7105;1.2063;464.415;2.4125;1548.0458;780.9349;1440.0181;407.117;10.8565;1.2063;9.047;74.1858;103.7394;57.9011;390.8323;186.9723;209.2883;708.6852;266.5862;286.4897;1231.6043;579.614;3.6188;376.3571;88.9445;1061.5199;2.4125;7.2376;3037.3945;1427.2256;170.0844;173.1001;1247.889;516.8878;0;37786.4897;629.8975;755.1267;128.468;0;0;3.0157;13.269;562.123;1962.0024;51.0495;0;0;240.0483;28.3474;362.4849;1121.2304;1280.4584;407.117;17.491;1690.5911;196.0193;0;150.8745;207.4789;1514.035;339.5657;118.8179;1256.9361;247.889;448.7334;2740.0483;3372.7382;0;2041.6164;2300.965;32.5694;5274.427;779.2521
GBM;382.17;192.1216;1595.0242;507.2564;116.1023;298.5487;321.3545;319.7443;700.7395;105.0449;471.32;816.8625;9662.7505;1125.0864;985.4872;648.9288;544.575;4.8376;230.8224;248.7906;11.0574;225.2937;1666.897;136.8348;300.622;50.4492;661.3683;17.9682;3.4554;0;5.736;42.6399;91.2232;1961.085;752.5916;372.4948;335.1762;166.5515;126.4686;265.3766;286.1092;3.4554;926.0539;42.8473;181.7554;60.1244;179.6821;994.4713;0;12.4395;582.17;1.3822;1.3822;1794.7478;3051.1403;1017.9682;2704.9067;72.5639;64.2709;104.6164;10.3663;2.0733;553.5591;1.3822;1089.5646;305.114;759.4264;285.4181;3.4554;0;11.0574;82.2391;76.7104;45.6116;698.6869;174.8445;129.924;152.7298;183.1375;474.7754;2430.546;446.4409;0;693.1583;162.17;957.8438;2.0733;31.7899;2579.8203;348.1686;315.1348;163.7871;1165.8604;407.7402;13.1306;23834.1396;1544.5681;828.6109;194.1949;0;2.0733;0;49.067;727.7125;2210.0898;246.6206;0;0;624.7408;47.6849;4120.9399;807.1873;944.7132;268.8321;4.1465;362.8196;196.9592;2.0733;26.2612;137.5259;3774.651;452.6607;85.6945;369.0394;88.4589;6.2198;323.4278;1997.2357;0.6911;12958.5349;2177.6088;28.3345;4015.895;536.282
