histologic;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIL1;NFKBIZ;CCND1;CCNE1;CDK20;CDK2;CDK2AP1;CDK2AP2;MYC;MYCBP2;MYCBP;MYCBPAP;MYCL;MYCN;MYCNOS;MYCT1;C1QTNF1;C1QTNF2;C1QTNF3;C1QTNF4;C1QTNF6;C1QTNF7;C1QTNF8;C1QTNF9;C1QTNF9B;C1QTNF9B.AS1;TNF;TNFAIP1;TNFAIP2;TNFAIP3;TNFAIP6;TNFAIP8;TNFAIP8L1;TNFAIP8L2;TNFAIP8L3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF10D;TNFRSF11A;TNFRSF11B;TNFRSF12A;TNFRSF13B;TNFRSF13C;TNFRSF14;TNFRSF17;TNFRSF18;TNFRSF19;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFRSF4;TNFRSF6B;TNFRSF8;TNFRSF9;TNFSF10;TNFSF11;TNFSF12;TNFSF12.TNFSF13;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF18;TNFSF4;TNFSF8;TNFSF9;IL1B;IL6;IL6R;IL6ST;PPIL6;BCL2A1;GADD45B;BCL2;BCL2L10;BCL2L11;BCL2L12;BCL2L13;BCL2L14;BCL2L15;BCL2L1;BCL2L2;TRAF1;TRAF2;XIAP;CFLAR;TERT;SOD2;PLAU;PLAUR;IMMP2L;MMP20;MMP21;MMP23A;MMP23B;MMP24;MMP2;MMP25;MMP26;MMP27;MMP28;WHAMMP2;MMP9;VCAM1;ICAM1;TICAM1;SELE;SELENBP1;NANOS1;NANOS2;NOS2;ACOX2;COX20;CXCL10;CXCL11;CXCL12;CXCL1;CXCL13;CXCL14;CXCL16;CXCL17;VEGFA;VEGFB;VEGFC;HIF1A;HIF1AN
Astrocytoma;489.9194;166.6667;1972.7823;456.3172;15.121;171.707;224.7984;134.4086;1974.7849;85.0134;445.5645;524.8656;5578.629;472.7823;329.6371;3267.8091;272.5134;40.6586;111.5591;186.4919;4.7043;66.8683;264.4489;18.1452;439.1801;79.3011;59.4758;14.1129;0.672;6.6364;1.2534;16.2198;120.6317;1167.0531;211.6935;173.0511;149.5296;45.6989;207.3253;128.3602;417.6747;13.4409;903.2258;104.1667;124.328;59.8118;430.1075;1144.1532;0;8.4005;200.1075;0.336;6.3844;1763.4409;1934.8118;561.1559;1044.3548;16.129;2.0161;17.4765;9.4086;0;87.3656;0;666.2097;28.9247;363.3333;116.2634;2.3522;0.336;5.7124;55.7796;62.5;24.1935;163.3065;5.3763;321.9086;2460.0134;268.8172;39.9866;908.6022;1380.0403;1.6801;259.7446;81.0013;1287.2984;1.0081;2.0161;3196.5726;1731.0786;256.3844;275.5376;1820.9005;575.2688;2.0161;6238.5753;332.3185;120.9677;108.5349;0;1.0081;0;6.3844;586.3575;1190.1882;32.5101;0;0;79.6371;33.2661;0.336;812.836;271.8414;281.586;0.336;481.1828;130.7124;0.672;9.7749;89.0457;1098.2258;25.8737;6.0484;224.1263;3.0242;0.336;1783.6022;1225.8065;0;372.9839;1117.9435;48.7231;3448.5887;866.9355
Oligoastrocytoma;509.7214;196.161;2146.8731;921.3622;28.2353;535.9752;528.0495;60.4334;441.7139;76.2848;261.0526;319.0093;16680.1238;1061.0526;98.5759;879.257;289.7833;16.3467;23.2817;162.4768;0.9907;176.3467;3865.7585;15.356;372.5077;10.8978;60.9288;8.4211;0;1.9814;0.9313;0.0594;7.9257;1586.7789;430.9598;258.5759;76.7802;38.6378;75.2941;114.9226;54.9845;5.4489;411.1455;10.4025;34.6749;6.935;117.3994;84.2105;0;4.9536;328.5796;0;0;804.9536;1395.9133;392.8173;355.6656;14.8607;7.9257;45.4786;0.4954;0.4954;276.4087;0;681.1393;55.6235;377.2879;16.3467;0;1.9814;0.4954;23.7771;12.8793;5.9443;30.2167;0.4954;83.7152;771.2693;31.7028;12.8793;1698.5759;727.1827;0;262.5387;153.7536;1322.1053;1.4861;14.3653;2843.3437;1022.2563;155.5418;312.0743;1455.8514;313.5604;2.9721;3028.1115;48.5449;143.1579;80.2477;0;1.4861;0;2.4768;576.5944;1892.2601;93.226;0;0;2265.2632;101.548;1.9814;394.3034;253.6223;575.6037;2.9721;336.8421;84.2105;0.4954;40.7381;212.5077;2248.3319;212.5077;16.8421;135.7276;9.9071;0.4954;1152.6935;1354.3034;0.4954;1135.356;1191.8266;88.1734;8509.7214;624.1486
Astrocytoma;809.0416;216.9982;2103.7975;1024.2315;14.1049;205.425;452.4412;74.8644;1372.8318;69.0778;258.9512;506.3291;6530.1989;831.1031;409.4033;1538.5172;218.8065;6.8716;356.962;105.6058;2.17;188.4268;470.5244;36.8897;88.2459;10.4882;242.3146;13.0199;1.8083;12.6691;1.4828;34.6835;1.4467;1896.7848;213.3816;254.9729;97.2875;49.5479;192.4051;103.4358;149.0054;13.3816;578.3002;18.8065;54.2495;4.34;65.8228;920.434;0;5.0633;287.2984;0;2.5316;1751.8987;3441.953;704.1591;3305.6058;12.6582;14.4665;84.4231;2.17;0.3617;126.2206;1.085;693.8156;19.4033;348.6257;95.4792;8.6799;0;3.255;43.3996;36.528;11.9349;53.1646;9.0416;202.17;1559.8553;243.3996;50.2712;1760.9403;678.1193;0;381.1935;80.0362;1602.17;0.3617;4.34;3521.519;963.3454;146.4738;232.5497;1703.0741;468.7161;4.34;35463.2911;665.2948;163.1103;93.6709;0;0.3617;0;10.4882;403.255;2023.1465;85.4105;0;0;447.7396;62.5678;1183.0018;2030.3797;249.5479;435.0814;1.085;295.1175;96.9259;0;2067.6311;226.4014;1306.651;13.0199;10.4882;192.7667;21.3382;1.4467;3498.3725;1677.7577;0;1785.1718;1426.4014;20.9765;4958.4087;613.7432
Astrocytoma;746.1842;369.428;2095.8681;852.2277;28.0196;319.8548;642.7271;187.947;1310.8875;40.5207;264.2466;203.4656;8894.7227;1030.6912;1113.0258;2113.542;249.7023;1.7243;463.8326;288.3866;2.5864;117.6824;699.6285;8.6214;583.6704;27.1575;106.4746;5.6039;27.1575;6.0738;0.8061;7.3842;50.4353;1528.3025;475.4715;396.5855;10.3457;46.1246;112.0785;380.6359;345.288;9.4836;582.3772;36.21;62.0742;37.9343;14.2253;134.0631;0.8621;37.0721;424.7431;0.8621;0.4311;381.498;1807.9125;1627.2937;4788.3387;28.0196;6.4661;40.1112;12.9321;0.8621;464.2637;0;989.5153;137.8048;734.9074;211.6559;0.4311;1.7243;5.6039;34.9168;117.6824;8.1904;178.4635;14.6564;365.5484;1122.9404;125.4417;104.7503;837.5713;1016.4658;0.4311;472.454;91.8914;1613.9305;5.1729;11.2079;2901.5401;2657.9633;264.6777;221.1395;1228.9839;384.0844;0;3459.3462;57.2419;168.9799;90.5249;0;0;0;21.5536;397.0166;929.8205;11.82;0;0.4311;497.8872;44.4003;3.8796;2097.5924;460.384;346.5812;3.0175;912.1466;135.7874;1.2932;17.2428;183.6363;1982.0092;31.4682;2.5864;772.9106;10.7768;0;74.1442;2924.3869;0;331.4937;1393.2221;28.0196;4873.2597;1027.6737
Astrocytoma;804.2705;286.0532;2510.422;434.1637;177.9359;263.3452;476.5294;109.473;3471.5506;33.5536;195.2211;312.8283;5643.7892;613.1164;5315.7092;1910.5236;172.3403;2.0336;541.2642;352.8216;7.4564;239.6204;392.8148;23.0469;362.3115;2.3725;110.8287;21.0134;0;18.0749;2.0607;72.503;415.8617;1559.1934;280.2915;474.4958;18.6409;62.0234;139.9763;442.2979;275.2076;21.6912;555.838;59.9898;111.5065;65.7516;90.8321;255.5499;0;31.5201;198.4714;0;2.0336;250.8049;1424.8432;2655.1432;3203.8638;18.302;6.4396;18.5731;34.9093;2.7114;394.1705;0.3389;800.1932;154.6551;722.1556;182.6809;3.7282;4.406;103.3723;41.6878;100.6609;91.5099;4593.7977;41.4981;417.5563;1725.4703;109.473;707.6767;1887.1378;641.2472;0.6779;442.9758;68.3138;1304.8636;0.3389;6.4396;6016.6074;1636.8582;211.4896;291.8149;1132.3504;544.6534;0;4867.6496;312.8283;212.8453;147.7716;0;0.3389;0;3.3893;835.4516;3029.9949;99.2815;0;0;84.3925;11.1845;4.0671;998.8138;664.2942;173.8688;2.3725;391.4591;367.7343;1.0168;65.9041;47.4496;1410.9134;46.0939;16.6074;1460.4304;11.5235;0;65.7516;2505.677;0;582.952;1049.3137;36.265;4773.4282;842.2301
Astrocytoma;770.9647;568.297;1818.2194;342.4672;5.3769;290.7662;593.527;45.4968;4477.6135;42.6016;249.4054;375.9694;7924.3098;769.7239;5625.0646;1880.6742;197.2909;0.8272;545.5485;227.4842;2.068;414.0213;385.896;6.2041;217.144;25.6437;233.6883;33.0886;1.2408;0.4136;0;5.3769;63.282;2082.5313;331.7134;295.7295;9.0994;43.0152;142.6947;93.8889;171.2336;14.4763;458.2773;58.3187;64.5228;24.4029;78.9991;182.401;0.4136;7.8585;189.7549;0.4136;1.2408;179.9193;1278.4614;835.0739;4189.0187;15.3035;52.5282;21.1105;5.3769;11.581;595.1815;0;384.2995;48.297;214.6955;33.9158;1.2408;6.6177;6.2041;21.094;38.4655;5.7905;71.9677;6.6177;201.8406;1390.1355;139.3858;33.9158;811.9119;601.3856;0.4136;387.5504;63.1207;1662.7029;1.2408;9.9266;1828.9732;825.6395;99.6795;351.9801;1168.8553;344.1216;0;3094.6128;246.0966;122.8415;185.2962;0;1.2408;0;6.6177;202.2542;826.8018;105.8215;0;0;132.7681;7.0313;174.5424;2995.7605;421.4662;283.7349;14.0627;88.0984;139.3858;1.6544;29.7798;138.9722;1130.2864;44.256;10.7538;772.2056;6.6177;0;85.2032;729.604;0;512.8735;1335.9528;64.5228;3200.4963;1160.9968
Astrocytoma;575.175;296.6244;3824.2226;693.8956;15.5932;241.694;709.1344;34.7302;1890.9117;35.0846;283.8664;179.3213;4941.9686;911.4911;978.4708;2314.5211;160.0213;10.9861;752.0156;311.1544;5.3159;268.2732;819.3497;6.0246;284.5752;13.4668;175.0687;40.7549;11.3405;0.3544;3.2179;5.6419;25.8705;1632.2389;147.7806;171.5248;5.3159;20.5546;80.8009;150.2614;120.4926;14.1756;370.3376;32.2495;97.1029;7.4422;15.5932;52.8041;0;13.4668;315.0563;1.0632;0;308.6737;981.6603;1110.3039;5063.8788;46.4251;5.3159;35.0456;6.379;0.7088;290.9542;0;673.8088;21.1642;281.3715;33.6671;0.7088;0;1.4176;49.969;17.7195;3.1895;13.8212;1.4176;147.0719;1971.826;144.2367;6.0246;1301.3201;1066.7139;1.4176;679.0113;70.754;1301.3201;0.7088;12.0493;4494.0197;1804.1286;102.4187;283.8664;1633.3835;462.1246;0.3544;3802.6048;49.6146;39.3373;86.8256;0;2.1263;0;30.8319;395.1449;601.0455;39.1495;0;0;921.414;40.4005;4.9615;393.7273;203.4199;261.1854;5.3159;394.4361;176.4862;1.0632;29.4711;163.7282;1805.695;2.4807;3.8983;400.4607;26.2249;0.3544;32.6039;885.6206;0.3544;976.6989;1364.7559;26.9336;6543.1027;1131.2129
Oligodendroglioma;538.219;151.0013;2335.9182;107.0303;8.1807;194.2906;770.686;76.0119;2284.2983;29.314;301.6617;98.1679;7660.5028;461.5254;1241.4146;4775.1172;79.1819;1.3634;625.8202;461.5254;13.2936;70.899;201.4487;24.542;280.5283;22.1559;94.7593;5.1129;1.3634;5.7026;0.709;3.7222;4.772;1750.6025;125.7776;212.6971;8.8624;7.8398;35.4495;24.2011;42.9484;7.1581;628.5471;5.4538;22.1559;1.3634;4.4312;17.3839;0;5.4538;72.559;1.3634;1.0226;179.9744;223.6046;151.683;3274.9893;2.386;0.3409;27.3507;0;0;16.0205;0;298.5939;0;128.8453;938.0486;0;0;2.386;43.2893;3.4086;13.2936;2.7269;0.6817;124.0733;2844.4823;79.7614;10.5667;226.6723;830.3366;1.0226;670.1321;2.2769;1625.2237;0.6817;4.772;1733.6174;1304.9305;61.6958;167.3626;2323.3063;384.4908;10.9075;1398.8922;10.2258;17.7248;81.4657;0;0.3409;0;1.0226;2574.8615;644.9084;32.2045;0;0;50.4474;35.4495;5.1129;81.1248;89.6464;308.138;1.7043;92.0324;132.9357;1.0226;89.5305;30.6775;2713.5032;2.386;2.0452;348.7005;4.0903;15.3387;72.9442;838.5173;0;260.4176;592.7567;8.1807;2401.7043;1341.2867
Oligodendroglioma;215.7487;60.0819;713.7005;320.8921;7.2827;338.6436;358.2157;41.0878;315.7032;85.5712;690.9422;32.3168;1805.6441;522.9859;39.5995;6448.7938;86.0264;14.5653;86.4816;82.8402;8.6482;74.1921;126.9914;22.3031;140.1912;175.239;62.8129;19.117;0.9103;10.6463;4.1329;9.9772;0.9103;1626.8958;397.36;65.9991;20.9376;13.655;546.1994;46.4269;634.5016;1.3655;137.9153;2.2758;21.848;61.4474;11.8343;4.5517;0.4552;5.0068;199.6222;0.9103;4.0965;54.6199;354.1193;193.9008;2308.6026;41.4201;5.0068;13.2089;2.731;0;54.1648;1.3655;734.8703;11.848;734.8475;1.8207;0.4552;2.2758;0.4552;27.31;5.0068;76.9231;9.5585;0.9103;54.1648;883.4775;137.4602;1.3655;221.2107;520.7101;0.9103;126.081;10.8694;926.2631;0;6.3723;2904.8703;5353.6368;171.1425;240.3277;1671.3701;195.7214;0.4552;3308.6026;8.6482;30.4961;50.9786;0;0.4552;0;4.0965;1197.0869;91.9436;13.5913;0;0;350.9331;35.503;0.9103;32.3168;68.7301;299.9545;0;1030.4961;181.1561;0;74.7246;69.6404;1053.8553;2.731;0.9103;175.239;5.462;0;1261.7205;258.5344;0;442.4215;941.7387;13.655;1664.9977;1588.985
Oligodendroglioma;502.8185;195.0395;2278.0909;302.1421;9.395;428.4104;808.7185;79.8234;1307.1364;51.1086;266.817;141.3003;9593.0101;748.9666;1596.7681;1838.7824;89.4401;3.0064;453.2131;433.6716;13.9045;160.466;254.0398;20.2931;405.8625;79.2935;85.3063;7.516;2.6306;0.9545;0;12.0256;24.8027;2001.7587;159.3386;66.8921;3.3822;13.153;78.9177;60.5036;255.9188;13.9045;372.4164;11.6498;34.1977;5.2612;5.637;63.8858;0;4.5096;83.2882;0;3.758;844.4194;868.4705;340.8493;2312.6644;16.9109;4.1338;45.7197;1.5032;0;101.8414;0;816.8207;48.1398;249.2822;104.8478;0;0;5.2612;34.1977;6.0128;22.1721;879.7445;25.1785;90.9433;1316.0466;72.9049;35.3251;1871.1011;911.6873;0;605.4115;18.5231;1532.5066;2.2548;4.8854;2572.717;1838.448;154.4532;238.6321;1521.6084;311.9128;1.879;2248.4029;36.4525;57.1214;82.2999;0;1.879;0;13.153;1679.068;768.8839;17.5723;0;0;892.1458;38.7073;0.7516;199.1732;173.9947;344.2315;90.1917;264.5622;292.3713;0;18.448;131.9053;2823.7655;6.7644;1.5032;211.5746;13.9045;91.3191;783.1642;864.3367;0;302.5179;1435.5505;18.4141;4546.7869;1130.4021
Oligoastrocytoma;392.09;197.4088;1016.0245;633.4811;11.2513;317.4224;470.1671;133.1538;1241.3979;73.9857;394.4766;139.4477;5231.1626;801.2274;788.6123;4170.4739;96.8292;10.5694;292.1923;219.2295;6.1371;98.8749;356.9724;36.4814;572.4514;279.9182;147.2895;17.0474;1.0228;0.6819;0.774;8.0907;185.1347;1953.3106;248.8919;200.8183;31.3672;57.9611;206.2734;137.7429;288.7828;6.1371;181.0433;13.6379;33.4129;55.2335;19.775;132.6287;0;9.8875;168.9226;0.6819;8.5237;474.5994;1152.0627;622.5707;2586.0893;30.0034;6.478;30.5046;5.1142;0.3409;240.0273;0.3409;694.8721;11.6502;647.3849;206.2734;1.7047;0.6819;2.3866;36.8224;33.7538;66.1439;925.6734;51.224;110.1262;1128.5373;158.1998;48.4146;455.5063;584.0436;1.0228;256.3928;33.164;1257.7566;2.3866;4.4323;2103.6481;3508.1418;102.9662;220.5932;1267.3031;200.4773;0;5368.9056;231.5002;163.9959;142.1752;0;1.3638;0;16.3655;819.9795;829.1851;18.5612;0;0;352.1991;26.253;51.4831;2520.9683;421.0706;388.3396;3.7504;581.998;176.611;0.3409;110.808;125.8098;1629.8773;81.8275;15.3427;629.7307;1.7047;2.3866;1606.8871;1048.0736;0;512.7855;1497.1019;33.0719;2503.9209;1247.5281
Astrocytoma;658.1019;384.9979;1435.9718;773.3112;5.8019;402.8181;483.6303;25.4248;2637.2814;83.2988;354.3307;347.7;7988.3962;935.7646;856.61;1021.5499;298.3838;7.0452;441.7737;280.5636;5.3875;147.1198;386.6556;16.5769;1774.5545;45.172;194.7783;12.8471;3.3154;3.9494;2.6564;8.9474;22.7932;2675.7646;155.8226;164.9399;8.2884;33.1538;68.794;238.707;204.7244;9.1173;260.6714;16.5769;9.1173;29.424;6.6308;347.2855;0;8.2884;128.4211;0;0.4144;748.4459;3826.7717;964.3597;4904.2685;25.6942;4.9731;26.0796;89.1007;0.4144;328.6366;0;440.1823;61.0899;340.833;391.2143;0.8288;0.4144;1.2433;19.8923;47.6585;7.874;355.9884;3.7298;201.409;731.0402;115.6237;34.8114;301.2847;701.6162;0.4144;355.9884;60.9822;2161.6245;3.7298;1.6577;2226.2743;1946.1086;62.1633;294.654;1412.7642;275.1761;0;4654.3722;166.4111;87.8574;58.0191;0;0;0;6.2163;468.2967;1060.5056;27.4679;0;0;578.1185;16.9913;2.901;4306.2578;405.3046;332.7808;1.6577;213.4273;338.5827;0.4144;6.7219;296.7261;1839.656;19.8923;6.6308;772.068;2.0721;0;77.9113;1868.6283;0;340.6548;1445.9179;21.5499;6204.31;1127.6419
Oligoastrocytoma;236.7816;185.6322;3743.1034;464.3678;6.3218;816.092;2779.3103;45.977;5311.3678;36.7816;187.3563;318.9655;11913.7931;1769.5402;991.3793;481.6092;155.592;3.4483;219.5402;710.3448;77.0115;258.046;1123.5632;47.7011;318.3908;159.1954;177.5862;14.9425;1.1494;1.7241;0;9.7701;131.0345;1304.1207;133.3333;64.3678;5.7471;51.7241;62.6437;185.6322;72.9885;1.1494;839.6552;29.8851;40.8046;6.3218;5.7471;51.7241;1.7241;11.4943;347.6782;1.1494;9.1954;105.7471;600;796.5517;3020.1149;56.3218;56.3218;122.9368;5.1724;0.5747;118.9655;1.1494;1061.4425;182.7414;205.8218;243.6782;0;0;0;31.0345;0;32.7586;168.3908;6.8966;19.5402;8.046;71.2644;62.6437;1052.2989;445.977;0;152.8736;72.9425;986.7816;0.5747;5.7471;2233.908;1115.9943;109.1954;282.7586;1228.1609;195.4023;4.023;1886.2069;104.023;95.977;182.1839;0;0;0;54.023;1672.4138;702.8736;220.0862;0;0;230.4598;9.7701;186.2069;205.1724;121.8391;369.5402;1.1494;333.3333;348.8506;2.2989;22.9885;56.3218;1584.0287;20.6897;8.046;787.931;28.1609;70.1149;189.0805;875.8621;0;596.5517;3741.3793;35.0575;1620.1149;965.5172
Oligoastrocytoma;576.1893;371.2405;3250.854;697.8255;61.318;434.558;1043.4058;62.9843;759.5401;143.6308;277.9305;203.949;6799.6334;838.7903;2178.7886;1232.6918;171.3672;7.3315;1181.7046;413.8965;19.6618;112.9718;618.512;51.987;1705.9069;60.6515;195.951;5.9985;11.997;4.099;1.0231;7.9747;11.6638;1722.3328;534.8663;399.9;6.665;12.6635;62.3178;112.9718;1144.3806;7.3315;262.601;8.6645;87.3115;17.329;7.6648;191.6188;0;11.6638;123.7791;0.3333;2.9993;232.9418;1443.9723;819.1286;3525.1187;38.9903;12.9968;111.3522;463.5508;0.9998;34.658;0;466.9499;5.432;269.7659;554.8613;0.9998;0;26.66;36.6575;10.9973;21.9945;513.205;114.638;160.9598;735.4828;82.9793;55.986;5855.5361;802.7993;0.3333;680.1633;35.6378;1387.3198;2.666;20.6615;2730.6507;1554.4847;313.5883;310.2558;1649.9209;285.5953;0;2776.9724;190.0558;258.2688;126.9683;0;1.6663;0;26.3268;1283.3458;719.1535;28.0363;0;0;643.839;48.6545;11.3305;1367.6581;840.7898;406.565;190.9523;149.6293;275.2645;7.3315;66.7466;92.9768;2134.483;69.6493;5.6653;254.9363;73.9815;25.327;227.943;822.4611;0;557.194;1275.3478;8.9978;6345.0804;1123.3858
Oligoastrocytoma;576.6066;324.3643;1687.2862;520.3883;97.6422;323.2547;398.7055;71.0125;1082.2894;46.6019;358.0213;189.3666;4742.3024;750.0693;843.6431;2505.779;131.4877;5.5479;272.2145;134.6278;1.1096;152.0111;477.8548;14.4244;464.54;79.5192;96.1627;19.6024;13.3148;10.2487;2.0712;10.5039;140.1757;1668.0203;245.215;281.8308;24.0407;43.2732;156.8192;219.6949;391.3084;17.0134;346.1859;19.2325;62.1359;42.9034;9.2464;190.846;1.1096;23.6708;122.0157;0.7397;2.9589;566.2506;1577.4387;1053.3518;5271.1974;25.1503;2.2191;11.4101;56.9579;0;250.7628;0.3699;658.0638;36.9561;312.4697;39.2048;1.1096;1.1096;17.0134;53.9991;52.1498;45.4924;2475.8206;12.5751;376.884;1498.6593;139.0661;86.1766;654.2765;784.466;1.8493;325.104;54.835;1428.7564;0;4.0684;2705.8715;2225.3574;200.8322;223.0236;1441.7013;327.3232;0;7133.0559;221.5405;130.9293;71.3823;0;1.4794;0;5.9177;303.2825;699.399;18.9145;0;0;211.9279;34.7665;0.7397;2603.0513;713.4535;346.9256;1.1096;454.184;264.4475;1.1096;30.6981;237.448;1207.1382;19.6024;8.8766;925.7513;6.6574;0.7397;457.1429;1307.4434;0;291.4471;1477.5774;18.4928;6287.5636;1170.5964
Astrocytoma;412.4254;235.1702;901.7199;528.2555;4.563;287.4693;951.913;32.7869;1812.6325;107.7571;318.0063;357.6694;4087.7501;471.0425;3223.2362;1637.0656;214.8122;8.424;478.4135;306.4233;9.477;159.3542;365.0404;41.769;290.2773;24.57;74.0611;31.59;0.351;4.2787;0.7687;10.8143;15.795;1927.536;167.0762;152.6852;41.067;20.007;75.4651;67.3921;178.3082;8.775;309.5823;9.126;34.749;10.53;4.212;61.7761;0;8.424;120.3335;0;0.351;215.1632;710.4247;497.0165;5044.928;7.371;1.755;33.7136;28.782;0.351;242.5412;0.351;550.7196;10.5756;285.6687;27.378;0.351;0.702;1.755;58.9681;11.583;15.444;69.1471;1.053;105.6511;1245.7002;151.6322;31.239;166.7252;592.4886;0.702;576.3426;58.0204;1085.6441;0.351;8.775;1780.2738;1232.5237;81.7831;324.6753;1161.8112;255.8793;0.351;2507.5465;126.1495;64.5841;116.5321;0;1.053;0;7.371;1394.8754;672.1657;10.1509;0;0;147.7711;24.219;18.252;1315.9003;348.8943;106.7041;23.868;271.3233;117.2341;1.053;116.9252;42.471;2305.3668;28.08;7.02;695.6827;2.106;0;219.0242;524.7455;0;383.9944;772.9028;35.451;2778.5188;664.7947
Oligodendroglioma;422.4064;140.6988;2240.3347;299.0625;6.818;257.5347;588.5179;23.863;1042.6094;57.953;313.9382;90.4935;8993.2595;741.3032;1157.2015;2398.3885;89.8737;14.2558;563.1053;269.931;11.4666;118.0755;845.1228;23.5531;302.1616;94.8323;70.9692;9.6072;0.3099;6.223;3.7344;6.1827;8.9874;1793.9041;311.7688;130.7817;24.4828;13.3261;105.989;53.3044;204.5402;6.818;428.2947;20.454;16.4252;20.7639;5.5784;24.7927;0;7.1279;140.4943;0.3099;3.409;385.5272;996.9784;395.4443;6531.0297;17.045;2.1694;29.0912;2.7892;0.3099;81.8161;0.3099;594.716;0;266.2121;25.1027;0;0;4.9585;21.0738;24.4828;25.7225;26.9621;0.9297;121.1746;1177.6555;81.1963;6.818;248.5473;968.1568;0.3099;576.4314;9.0339;1474.8586;0.3099;3.0991;2010.0721;1651.2993;171.9997;221.8951;1602.5413;246.068;0;1649.6475;38.6302;40.5981;58.5729;0;0;0;11.7766;1411.3272;1281.7851;40.3347;0;0;548.2296;40.5981;4.0288;176.3384;99.171;301.5418;0.3099;315.4877;224.3744;0.9297;53.0348;156.8141;2021.3806;2.7892;0.3099;406.2912;3.409;2.1694;465.7938;942.4343;0;284.1869;1324.8625;38.7387;5102.3476;793.3679
Oligodendroglioma;481.8465;170.7562;2177.9594;248.9377;13.0848;390.2532;592.0857;60.8442;609.1678;26.1695;344.4565;165.5223;11930.69;711.8113;591.1043;3260.0695;107.4292;22.5712;57.9001;465.4906;15.3746;154.7274;366.7006;17.0102;602.8806;38.2729;49.395;16.0288;1.6356;3.4511;0.6608;10.4613;320.2497;1547.9933;95.5188;113.8375;12.4305;37.2916;77.2001;36.6373;381.7481;10.1407;313.3802;58.8814;67.0594;12.4305;11.4492;52.0119;0;1.9627;109.8695;1.6356;2.2898;349.6904;1060.5203;417.404;1899.9081;4.5797;2.2898;14.0956;5.2339;1.3085;215.5715;0;672.9986;9.1953;203.6448;6.2153;1.6356;0.3271;28.7865;89.9578;12.4305;18.6458;654.5654;3.9254;416.7498;3724.5788;142.624;25.5153;1425.2582;263.9852;1.6356;543.672;18.1747;2303.246;3.9254;2.9441;3074.2659;1451.0581;235.8529;175.0088;1481.1956;386.6548;1.3085;3474.9868;44.0008;93.8832;144.2595;0;0;0;0.3271;1028.4626;245.9936;73.52;0;0;748.7758;54.6289;74.5832;513.5771;136.7358;354.5972;0.6542;293.753;155.0545;0;82.192;60.517;4124.3642;10.7949;8.5051;611.3857;27.8051;4.9068;274.453;952.2439;0;606.1518;1521.1041;7.1966;6293.4455;1056.5949
Oligoastrocytoma;512.3256;207.0357;814.8083;487.7621;18.949;233.0029;671.287;28.7745;3201.944;70.1816;360.3825;270.1991;7376.0856;796.5611;1543.2933;2588.999;137.4682;1.7545;480.0421;442.8459;8.0709;118.6069;496.5348;3.1582;202.8248;33.6872;118.256;10.8781;11.2291;2.881;0.9685;13.0678;9.4745;1981.7563;329.8535;85.9725;2.8073;21.4054;74.0416;92.2888;188.7885;8.7727;288.4464;20.3527;35.7926;51.5835;12.2818;59.3034;0;9.4745;151.6273;0.7018;2.1054;578.2963;639.7052;622.1598;7975.4364;83.867;4.2109;38.5823;72.287;0.3509;193.3503;0.3509;494.7802;0;338.2753;83.867;0;2.1054;2.1054;45.9689;45.2671;9.1236;14.3872;1.7545;181.0685;2018.4227;85.9725;2.1054;835.5119;662.8652;0.7018;456.5313;57.1454;1934.9066;3.5091;3.1582;3307.3077;1405.1513;24.9145;252.6537;1955.2592;312.3081;0.3509;752.6976;108.9745;65.6198;84.2179;0;0.7018;0;28.0726;478.6385;829.8974;27.6024;0;0;361.7861;35.7926;1.0527;1813.4924;223.5284;294.4118;1.0527;124.2214;260.0228;0.7018;33.7995;213.703;1830.2167;26.3181;12.2818;437.5822;2.1054;5.9654;17.8963;1161.1545;0;603.2108;1848.2323;28.4235;5075.8838;1077.9893
